caseid,year,clq1,clq2,clq3,clq4,clq5,age_r,borninus,dgq1,educ,gender,hhadults,hhsize_at_a,hhsize_at_b,hhsize_at_c,hhsize_tot,hisp,lvdres,married,married_specify,mvres,numraces,race,race_at_a,race_at_b,race_at_c,race_at_d,race_at_e,race_at_e_specify,spres,uscitizen,uscitizn,vbq2_at_c10age,vbq2_at_c10gndr,vbq2_at_c1age,vbq2_at_c1gndr,vbq2_at_c2age,vbq2_at_c2gndr,vbq2_at_c3age,vbq2_at_c3gndr,vbq2_at_c4age,vbq2_at_c4gndr,vbq2_at_c5age,vbq2_at_c5gndr,vbq2_at_c6age,vbq2_at_c6gndr,vbq2_at_c7age,vbq2_at_c7gndr,vbq2_at_c8age,vbq2_at_c8gndr,vbq2_at_c9age,vbq2_at_c9gndr,vbq2_at_nchld,yob_r,de_version,deq1,deq1_specify,deq2,deq3,deq4,deq5,js_text,js_version,jsq11a,jsq12_at_a,jsq12_at_b,lwq1,lwq2,lwq3,lwq4,lwq4a,md_text,md_version,mdq1,nwq1,nwq2,nwq2a,nwq2b,nwq2c,nwq2w,nwq4,eating,ewq0,ewq1,ewq10,ewq2,ewq3,ewq4,ewq5,ewq6,ewq7,ewq8,ewq9,jsq1,jsq10,jsq1a,jsq2,jsq3,jsq4,jsq5,jsq6,jsq7,jsq8,jsq9,kmq1a,kmq1b,kmq1rand,kmq2_at_a,kmq2_at_b,kmq2_at_c,kmq2_at_d,kmq2_at_e,kpq1,kpq2,kpq3,kpq3_text,kpq4,kpq5,kwq1,kwq2,kwq3,kwq4,cbsamcsa,cbsamsa,censusd,censusr,msa,msc,nielsen,statcode,state,dbq3,dbq4_12,dgq2,dgq3,dgq4,dgq5,dgq6,dgq7,dgq8,dpq1,dpq5,mpq_at_4,mpq_at_5,mpq_at_6,mpq_at_7,mpq2,mpq2a,mpq2b,mpq3,mpq4,mpq8,mpq9,hhinc,hhinc50k,hhinca_r,hhincb,hhinco,hhincu,khq1,ownrent,peq1,peq2,peq3,peq4,peq4a,peq4b,vbq1,vbq3,vbq4,vhq1,caseid1,cendiv,cenreg,dbq2a,epq2a_specify,epq2b_specify,hkq1,hkq2,hkq3,hkq4,jabq2,jabq3,kb_version,kbq1,kbq2,kbq3,kbq4,lbq2_at_a,lbq2_at_b,lbq2_at_c,peq5,peq6,peq6_version,peq7,peq7_version,pew1,pew2,smoq1,smoq2,smoq3,smoq4,smoq5,smoq6,smoq7,smorand,skq1,svq1,svq2,svq3,esq1,jaq1,jaq2,jaq3,jaq4,jaq5,jn_version,jnq1,jnq2,jnq3,jnq4,jnq5,jnq5_specify,jrq1_at_a,jrq1_at_b,jrq2,jsq1b,smq1,smq1rand,smq2,smq3,ddq1a,ddq2a,epq1,epq2a,epq2b,epq3,epq4,llq1,llq2_at_a,llq2_at_b,llq2_at_c,llq2_at_d,llq2_at_e,llq2_at_f,llq3,gfmq1,gfmq1a,gfmq2,gfmq3,gfmseq,gwq1,gwq2,gwq3,jwq1,jwq1rand,jwq2,jwq3,mkq1,skq2,crq1,crq10,crq2,crq2a,crq2b,crq2c,crq2w,crq3_at_mon,crq3_at_my,crq3_at_yrs,crq4,crq5,crq6,crq7,crq8,crq9,dbq1,dbq2,dbq3a,dbq3b,dbq4,dbq5,ewq11,ewq12,ewq13,ewq14,jabq1,jaq6,jaq7,jcq1_at_ft,jcq1_at_in,jcq2,jcq3,jcq4,jcq5_at_a,jcq5_at_b,nbq7,znq1,znq2,znq3,ddq1b,ddq1c,ddq1d,ddq2b,ddq2c,ddq2d,dhqc_at_1,dhqp_at_3,ezq2,ideo,jaq1a,mjcq1,mjcq1_at_a,mjcq1_at_b,mjcq1_at_c,mjcq1_at_d,mjcq2,mjcq2con,mjcq3,mjcq3a,mjcq3con,mjcq4_at_a,mjcq4_at_b,mjcq4_at_c,nsq1,nsq2,nsq3,nsq4,nsq4_specify,party,party_specify,skq3,thq6,thq7,church,dhqc_at_2,dhqc_at_3,dhqp_at_1,dhqp_at_2,dlbq6,jaq2a,relig,relig_specify,thq_at_2,thq_at_3,thq_at_4,thq_at_5,thq1,fnld,weight,dlbq1,dlbq2_at_a,dlbq2_at_af,dlbq2_at_b,dlbq2_at_bf,dlbq2_at_c,dlbq2_at_cf,dlbq3_at_a,dlbq3_at_b,dlbq3_at_c,dlbq3_at_d,dlbq4_at_a,dlbq4_at_b,dlbq4_at_c,dlbq4_at_d,dlbq5,dpq3,dpq4_r,vhq3,ewq15,ewq16,nbq1,nbq2,nbq3,nbq4,adopt1,adopt2,adopt3,jaq8,jhq1,jhq2,jhq3,jhq4,jhq5,jhq6,jhq7,ph_cell,ph_totl,sriq1,sriq2,sriq3,tlq1,tlq2,tlq3,rdq1,rdq2_at_make,rdq2_at_modelflg,rdq2_at_year_r,rdq3,rdq4,rdq5,brq0,brq1,brq10,brq11,brq2,brq3,brq5,brq5rand,brq6,brq7,brq8,brq9,employ,emplstat,hrswrk,jbtype,jdq_at_1,jdq_at_2,jdq_at_3,jdq_at_4,jdq_at_5,jdq1a,jdq1b,jdq2a,jdq2b,jdq3a,jdq3b,jobsatis,khq2,lkwork,pew3,selfempl,vhq2,ylq1,ylq2,ylq3,ylq4,ylq6,ylq7,ylq8
90122,2009,,,,,,,1,0,6,1,,0,2,2,,0,6,1,,2,,1,1,0,0,0,0,,88,,,,,,,,,,,,,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,2,1600,3,A,17,IL,,,8,1,1,4,3,3,1,1,8,,,,,,,,,,,,8,,17,-1,,,,,15,21,25,,6,3,,,,,90122,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,1,1,,1,1,,,,,,,,6,0,250,4,2,,,,,,,,,,,,,1,2,,3,,1,,,,,1,,1,,,1,0,0,,,,,,2,,,1,1,2,2,1,2,2,,,2,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0,24,,,,,,,,,,,,,,,,,,,,,2,12,11,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
26828,2012,,,,,,34,1,,2,1,,0,1,0,1,0,1,5, ,,,,0,1,0,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,, ,,,,,,,5,2,,,2700,2,,12,FL,0,,,,,,,,,,,,,,,,,,,,,,1,1,10,1,,1,9,2,,,,,,,,,,,26828,5,3,2, , ,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,5,1,3,6,,8,3,4,3,4,,,,,,,,,,,,,,,,,,4,,1,1,7,,,,,,,,,,1,1,,2,,,,,,,,,6,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,2,0,5,8,210,,,,,4,1,0,1,,,,,,,,,,9,,,,,,,,,,,,,,,8,8,2,2, ,2, ,2,,,6,,,,,,,4, ,,,,,,10222012,,,,,,,,,,,,,,,,,,,,,,,1,1,9997,,3,1,1,16,,1,9,1,0,1,0,2,1,,,,0,,4,7,77,,,,7,0,,,,,,,,,,,,,11,,,-1,,,,,,,,,,,,,0,0,2,-1,,,,,,,,,
31571,2011,10,10,10,10,25,62,1,,7,2,,0,2,0,,0,29,1,,4,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2,,,,,,,,,,,,,,,,5,1,7,3,1920,1,,48,TX,,,,,,,,,,,1,,,,,,,,,,,,9,,18,9,,,1,1,,,,,,,,,,,31571,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,3,3,0,1,,,,,2,1,1,3,1,4,,,,,,,,,,,3,4,2,3,3,5,5,,,,,,,,,,,,,,2,,4,3,,,,,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,4,120,3,3,,,,,,,1,2,6,3,5,6,,,,6,,,1,1,0,1,,,,2,,,,,,,,,,5,,,1,,1,,,,,,,1,,,,,,,9262011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,5,2,2,0,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,-1,,,,,,,,,,,,,1,0,,-1,,,,,,,,,
41476,2013,,,,,,38,1,,7,1,1,0,1,0,1,1,,5, ,,1,,0,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,1975,1,1,Silly,1,-2,5,2,has gone up over the past 100 years,2,7,4,3,,,,,,every American,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,1,2,1,5600,1,,36,NY,,,,,,,,,,,,,,,,,,,,,,,6,,15,,,,3,2,,,,,,,,,,,41476,,,,,,4,5,5,5,1,2,1,1,2,1,4,10,17,60,,2,2,2,1,,,,,,,,,,,,,,,,1,3,5,1,5,2,7,7,1,7,1,Grape my favorite.,4,5,5,,,,,,,,,,,,,4,1,1,1,5,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2,1,,,,,,,5,1,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,3, ,,,,4,,,,,,,5, ,,,,,,8212013,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,10,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,10,,,5,,,,,,,,,,,,,,1,,1,,,,,,,,,
96186,2009,,,,,,,1,0,5,2,,1,0,0,,0,10,4,,4,,1,1,0,0,0,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,9,4,7500,1,A,6,CA,,,3,1,1,4,1,2,4,2,2,,,,,,,,,,,,4,,13,-1,,,,,15,12,21,,6,1,,,,,96186,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,0,,1,1,1,,,,,,,,5,7,150,3,2,,,,,,,,,,,,,1,3,,5,,2,,,,,1,,2,,,1,0,1,,,,,,3,,,1,1,4,2,1,3,3,,,1,,1,2,2,2,3,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,3,12,12,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
31238,2008,,,,,,,1,,7,1,,0,2,0,,0,6,1,,4,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,4,4,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,4,,5,D,,ID,,,,,,,,,,,,,,,,11,,,4,4,,,,,16,,,,,,15,22,21,2,,,,,,0,31238,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,190,4,3,0,0,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,7,,,,,2,,,,,1,1,9,,,,,,,,        1,2,Service group,,Church group,, ,,1,1,0,1,0,1,0,1,3,,,0,,,,,,,,,,,,,,,,,,,,3,12,11,,,,,,,,,,,,2,,,0,0,,,,,,,10,,50,1,,,,,,,,,,,,,,0,,0,0,7,2,1,1,4,1,1,
27496,2012,,,,,,59,1,,4,1,,0,2,0,2,0,35,1, ,,,,1,0,0,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,your son,1,4,,,,,5,2,,,5920,2,,31,NE,0,,,,,,,,,,,,,,,,,,,,,,6,2,15,6,99,,3,1,,,,,,,,,,,27496,4,2,1, , ,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,7,3,2,3,,8,3,3,3,3,,,,,,,,,,,,,,,,,,2,1,,3,7,,,,,,,,,,8,4,,1,,,,,,,,,5,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,2,0,6,1,280,,,,,1,0,0,0,,,,,,,,,,6,,,,,,,,,,,,,,,6,1,1,3, ,7, ,1,,,2,,,,,,,1, ,,,,,,9252012,,,,,,,,,,,,,,,,,,,,,,,1,1,9997,,2,2,1,16,,5,3,1,0,2,0,2,3,,,,0,,4,8,6,8,2003,5,7,1,,,,,,,,,,,,,12,,,-1,,,,,,,,,,,,,1,0,1,-1,,,,,,,,,
27575,2012,,,,,,43,1,,7,2,,0,2,2,4,0,1,1, ,,,,1,0,1,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,, ,,,,,,,5,2,,,1840,2,,39,OH,0,,,,,,,,,,,,,,,,,,,,,,9,,18,9,,,1,1,,,,,,,,,,,27575,3,2,1, , ,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,4,3,2,4,,1,5,4,2,4,,,,,,,,,,,,,,,,,,1,1,,4,2,,,,,,,,,,2,3,,2,,,,,,,,,5,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,5,3,145,,,,,1,0,1,0,,,,,,,,,,5,,,,,,,,,,,,,,,7,3,2,4, ,5, ,1,,,2,,,,,,,6,Messianic Judaism,,,,,,9262012,,,,,,,,,,,,,,,,,,,,,,,3,2,75,75,2,2,2,10,,4,4,1,0,2,0,2,4,,,,1,4,4,1,8,1,2005,7,2,2,,,,,,,,,,,,,10,,63,1,5,2,4,2,2,,,,,,,,1,0,1,0,,,,,,,,,
29008,2012,,,,,,60,1,,3,2,,1,1,0,2,0,30,1, ,,,,1,0,0,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,, ,,,,,,,2,5,,,,5,,29,MO,0,,,,,,,,,,,,,,,,,,,,,,2,1,11,2,,2,3,1,,,,,,,,,,,29008,4,2,2, , ,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,5,4,3,5,,8,3,3,3,3,,,,,,,,,,,,,,,,,,1,1,,3,7,,,,,,,,,,8,4,,2,,,,,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,3,0,4,11,190,,,,,3,0,0,0,,,,,,,,,,9,,,,,,,,,,,,,,,8,8,8,9, ,4, ,2,,,5,,,,,,,7, ,,,,,,10172012,,,,,,,,,,,,,,,,,,,,,,,3,1,20,20,3,4,2,11,,5,2,1,0,1,0,2,2,,,,0,,4,1,9,1,2004,88,7,0,,,,,,,,,,,,,10,,40,1,2,3,4,2,3,,,,,,,,0,0,2,0,,,,,,,,,
90234,2009,,,,,,,1,1,7,2,,0,2,0,,0,32,1,,4,,1,1,0,0,0,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,3,,5,D,28,MS,,,3,1,3,3,1,1,3,1,1,,,,,,,,,,,,6,2,22,,99,,,,12,32,31,,8,9,,,,,90234,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,0,,1,1,1,,,,,,,,5,7,153,3,2,,,,,,,,,,,,,4,3,,7,,2,,,,,1,,2,,,0,0,0,,,,,,7,,,1,9,1,2,2,4,4,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,4,12,13,,,,,,,,,,,,,,,,,,,,,,,10,,50,1,,,,,,4,4,3,4,2,4,,,0,,0,,,,,,,,,
32744,2010,,,,,,55,1,,7,2,,0,3,0,3,0,28,1,,3,,1,1,0,0,0,0,,,,,,,25,1,23,1,,,,,,,,,,,,,,,2,1955,,,,,,,,,,,,,,,,11,,,,,1,1,1,3,6,,,JS,,,,,,,,,,,,,7,3,3,1,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,3,5,1,1,,5,,50,VT,,,,,,,,,,,2,,,,,11,,,,,,1,8,2,21,8,8,,2,,14,41,31,,7,,1,,,,32744,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,4,,,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,5,4,160,4,2,,,,,,,,,,,,,,,,2,,5,,,,,,1,,,1,1,1,0,,,,,,2,,,,,5,,,,,,,1,,,,,,,10242010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,,0,2,2,1,2,,1,10,1,40,1,,,,,,,,,,,,2,,0,,0,,,,,,,,,
43239,2013,,,,,,58,1,,7,1,3,0,3,0,3,0,,1, ,,1,,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,1955,2,1,Mining,1,3,4,2,will go up over the next 100 years,4,5,4,2,,,,,,all Americans,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,2,3,2,5080,2,,55,WI,,,,,,,,,,,,,,,,,,,,,,,9,,18,,,,1,1,,,,,,,,,,,43239,,,,,,7,7,8,8,2,1,1,2,2,2,4,5,20,60,,1,1,2,1,,,,,,,,,,,,,,,,1,2,2,2,4,2,1,5,2,6,1,Coke,3,4,4,,,,,,,,,,,,,5,2,2,2,4,4,4,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,,,,,,,5,1,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,4, ,,,,6,,,,,,,7, ,,,,,,9162013,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,10,,,,,,,,,,,,,1,4,4,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,,,,,,,0,,0,,,,,,,,,
45048,2013,,,,,,20,0,,3,2,4,0,4,6,10,1,,1, ,,1,,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,1993,1,1,Something breaking.,0,-2,-2,-2,may have been going up over the past 100 years,1,7,1,4,,,,,,most Americans,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,5,2,9,4,7320,2,,6,CA,,,,,,,,,,,,,,,,,,,,,,,5,1,22,,,99,2,2,,,,,,,,,,,45048,,,,,,7,8,5,8,1,3,1,3,3,3,3,35,40,50,,2,2,2,2,,,,,,,,,,,,,,,,2,1,5,1,5,2,5,6,1,4,1,Sugar,5,4,5,,,,,,,,,,,,,1,5,3,5,3,4,5,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,,,5,2,2,1,2,3,1,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,5, ,,,,6,,,,,,,2, ,,,,,,10272013,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,13,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
